Chain,Tier,Location,ItemActual,ItemTo,ChainID,SubPaste,Amount,Verified,LocationIndex
Rough Mud Crystal>Ancient Urn Piece>Opulent Marble [Beiruwa>Portanen],[Level 3],Almai,Old Hourglass,Headless Dragon Figurine,11,C,,,53
Rough Mud Crystal>Ancient Urn Piece>Opulent Marble [Beiruwa>Portanen],[Level 4],Pilava,Headless Dragon Figurine,Faded Gold Dragon Figurine,11,C,,,25
Rough Mud Crystal>Ancient Urn Piece>Opulent Marble [Beiruwa>Portanen],[Level 5],Derko,Faded Gold Dragon Figurine,Crow Coins,11,C,,,64
Lead Ore>Golden Sand>Filtered Drinking Water [Baeza>Boa],[Basic Item],Baeza,Lead Ore,Golden Sand,11,D,900,V,48
Lead Ore>Golden Sand>Filtered Drinking Water [Baeza>Boa],[Level 1],Boa,Golden Sand,Filtered Drinking Water,11,D,,,63
Lead Ore>Golden Sand>Filtered Drinking Water [Baeza>Boa],[Level 2],Marlene,Filtered Drinking Water,Torn Pirate Treasure Map,11,D,,,6
Lead Ore>Golden Sand>Filtered Drinking Water [Baeza>Boa],[Level 3],Lisz,Torn Pirate Treasure Map,Bronze Candlestick,11,D,,,30
Lead Ore>Golden Sand>Filtered Drinking Water [Baeza>Boa],[Level 4],Rameda,Bronze Candlestick,102 Year Old Golden Herb,11,D,,,42
Lead Ore>Golden Sand>Filtered Drinking Water [Baeza>Boa],[Level 5],Hakoven,102 Year Old Golden Herb,Crow Coins,11,D,,,51
Grilled Bird Meat>Roa Flower Seed Pouch>Conch Shell Ornament [Serca>Esfah],[Basic Item],Serca,Grilled Bird Meat,Roa Flower Seed Pouch,11,E,600,V,34
Grilled Bird Meat>Roa Flower Seed Pouch>Conch Shell Ornament [Serca>Esfah],[Level 1],Esfah,Roa Flower Seed Pouch,Conch Shell Ornament,11,E,,,45
Grilled Bird Meat>Roa Flower Seed Pouch>Conch Shell Ornament [Serca>Esfah],[Level 2],Weita,Conch Shell Ornament,Pirates' Supply Box,11,E,,,18
Grilled Bird Meat>Roa Flower Seed Pouch>Conch Shell Ornament [Serca>Esfah],[Level 3],Tulu,Pirates' Supply Box,Pirate's Key,11,E,,,15
Grilled Bird Meat>Roa Flower Seed Pouch>Conch Shell Ornament [Serca>Esfah],[Level 4],Theonil,Pirate's Key,Portrait of the Ancient,11,E,,,44
Grilled Bird Meat>Roa Flower Seed Pouch>Conch Shell Ornament [Serca>Esfah],[Level 5],Cargo,Portrait of the Ancient,Crow Coins,11,E,,,65
Feather Wolf Hide>Rakeflower Seed Pouch>Supreme Oyster Box [Randis>Sokota],[Basic Item],Randis,Wolf Hide,Rakeflower Seed Pouch,11,F,600,V,33
Feather Wolf Hide>Rakeflower Seed Pouch>Supreme Oyster Box [Randis>Sokota],[Level 1],Sokota,Rakeflower Seed Pouch,Supreme Oyster Box,11,F,,,41
Feather Wolf Hide>Rakeflower Seed Pouch>Supreme Oyster Box [Randis>Sokota],[Level 2],Kanvera,Supreme Oyster Box,Scout Binoculars,11,F,,,20
Feather Wolf Hide>Rakeflower Seed Pouch>Supreme Oyster Box [Randis>Sokota],[Level 3],Al-Naha,Scout Binoculars,Marine Knights' Helm,11,F,,,27
Feather Wolf Hide>Rakeflower Seed Pouch>Supreme Oyster Box [Randis>Sokota],[Level 4],Oben,Marine Knights' Helm,Elixir of Youth,11,F,,,36
Feather Wolf Hide>Rakeflower Seed Pouch>Supreme Oyster Box [Randis>Sokota],[Level 5],Incomplete,Elixir of Youth,Crow Coins,11,F,,,66
Powder of Flame>Fertile Soil>Balanced Stone Pagoda [Barater>Teste],[Basic Item],Barater,Powder of Flame,Fertile Soil,11,G,300,V,39
Powder of Flame>Fertile Soil>Balanced Stone Pagoda [Barater>Teste],[Level 1],Teste,Fertile Soil,Balanced Stone Pagoda,11,G,,,1
Powder of Flame>Fertile Soil>Balanced Stone Pagoda [Barater>Teste],[Level 2],Arakil,Balanced Stone Pagoda,Stalactite Fragment,11,G,,,21
Powder of Flame>Fertile Soil>Balanced Stone Pagoda [Barater>Teste],[Level 3],Shasha,Stalactite Fragment,Stolen Pirate Dagger,11,G,,,58
Powder of Flame>Fertile Soil>Balanced Stone Pagoda [Barater>Teste],[Level 4],Padix,Stolen Pirate Dagger,Luxury Patterned Fabric,11,G,,,54
Powder of Flame>Fertile Soil>Balanced Stone Pagoda [Barater>Teste],[Level 5],Lantinia,Luxury Patterned Fabric,Crow Coins,11,G,,,67
Acacia Sap>Pirates' Gunpowder>Sea Survival Kit [Staren>Kuit],[Basic Item],Staren,Acacia Sap,Pirates' Gunpowder,11,H,600,V,32
Acacia Sap>Pirates' Gunpowder>Sea Survival Kit [Staren>Kuit],[Level 1],Kuit,Pirates' Gunpowder,Sea Survival Kit,11,H,,,52
Acacia Sap>Pirates' Gunpowder>Sea Survival Kit [Staren>Kuit],[Level 2],Taramura,Sea Survival Kit,Skull Decorated Teacup,11,H,,,23
Acacia Sap>Pirates' Gunpowder>Sea Survival Kit [Staren>Kuit],[Level 3],Rosevan,Skull Decorated Teacup,Opulent Thread Spool,11,H,,,59
Acacia Sap>Pirates' Gunpowder>Sea Survival Kit [Staren>Kuit],[Level 4],Ancient,Opulent Thread Spool,Opulent Coral Trinket,11,H,,,5
Acacia Sap>Pirates' Gunpowder>Sea Survival Kit [Staren>Kuit],[Level 5],Pakio,Mysterious Rock,Crow Coins,11,H,,,68
Wild Grass>Dried Blue Rose>Monster Tentacle [Duch>Arita],[Basic Item],Duch,Wild Grass,Dried Blue Rose,11,I,500,V,10
Wild Grass>Dried Blue Rose>Monster Tentacle [Duch>Arita],[Level 1],Arita,Dried Blue Rose,Monster Tentacle,11,I,,,3
Wild Grass>Dried Blue Rose>Monster Tentacle [Duch>Arita],[Level 2],Ostra,Monster Tentacle,Round Knife,11,I,,,24
Wild Grass>Dried Blue Rose>Monster Tentacle [Duch>Arita],[Level 3],Orisha,Round Knife,Amethyst Fragment,11,I,,,62
Wild Grass>Dried Blue Rose>Monster Tentacle [Duch>Arita],[Level 4],Balvege,Amethyst Fragment,Octagonal Box,11,I,,,8
Wild Grass>Dried Blue Rose>Monster Tentacle [Duch>Arita],[Level 5],Crow,Octagonal Box,Crow Coins,11,I,,,69
Powder of Earth>Giant Fish Bone>Pirate Gold Coin [Eveto>Tashu],[Basic Item],Eveto,Powder of Earth,Giant Fish Bone,11,J,200,V,11
Powder of Earth>Giant Fish Bone>Pirate Gold Coin [Eveto>Tashu],[Level 1],Tashu,Giant Fish Bone,Pirate Gold Coin,11,J,,,16
Powder of Earth>Giant Fish Bone>Pirate Gold Coin [Eveto>Tashu],[Level 2],Modric,Pirate Gold Coin,Skull Symbol Carpet,11,J,,,46
Powder of Earth>Giant Fish Bone>Pirate Gold Coin [Eveto>Tashu],[Level 3],Tigris,Skull Symbol Carpet,Marine Knights' Spear,11,J,,,47
Powder of Earth>Giant Fish Bone>Pirate Gold Coin [Eveto>Tashu],[Level 4],Cholace,Marine Knights' Spear,Cox Pirates' Journal,11,J,,,7
Powder of Earth>Giant Fish Bone>Pirate Gold Coin [Eveto>Tashu],[Level 5],Rickun,37 Year Old Herbal Wine,Crow Coins,11,J,,,70
Cloud Mushroom>Naval Ration>Urchin Spine [Luivano>Lema],[Basic Item],Luivano,Cloud Mushroom,Naval Ration,11,K,1100,V,12
Cloud Mushroom>Naval Ration>Urchin Spine [Luivano>Lema],[Level 1],Lema,Naval Ration,Urchin Spine,11,K,,,2
Cloud Mushroom>Naval Ration>Urchin Spine [Luivano>Lema],[Level 2],Ginburrey,Urchin Spine,Rare Herb Pile,11,K,,,40
Cloud Mushroom>Naval Ration>Urchin Spine [Luivano>Lema],[Level 3],Shirna,Rare Herb Pile,Solidified Lava,11,K,,,49
Cloud Mushroom>Naval Ration>Urchin Spine [Luivano>Lema],[Level 4],Baremi,Solidified Lava,Azure Quartz,11,K,,,17
Cloud Mushroom>Naval Ration>Urchin Spine [Luivano>Lema],[Level 5],Cox Pirates,Azure Quartz,Crow Coins,11,K,,,71
Red Tree Lump>Stained Seagull Figurine>Islanders' Lunchbox [Mariveno>Racid],[Basic Item],Mariveno,Red Tree Lump,Stained Seagull Figurine,11,L,100,V,13
Red Tree Lump>Stained Seagull Figurine>Islanders' Lunchbox [Mariveno>Racid],[Level 1],Racid,Stained Seagull Figurine,Islanders' Lunchbox,11,L,,V,26
Red Tree Lump>Stained Seagull Figurine>Islanders' Lunchbox [Mariveno>Racid],[Level 2],Dunde,Islanders' Lunchbox,Lopters Fishnet,11,L,,V,37
Red Tree Lump>Stained Seagull Figurine>Islanders' Lunchbox [Mariveno>Racid],[Level 3],Riyed,Lopters Fishnet,Green Salt Lump,11,L,,V,43
Red Tree Lump>Stained Seagull Figurine>Islanders' Lunchbox [Mariveno>Racid],[Level 4],Ajir,Green Salt Lump,Taxidermied Morpho Butterfly,11,L,,V,28
Red Tree Lump>Stained Seagull Figurine>Islanders' Lunchbox [Mariveno>Racid],[Level 5],Naval,Taxidermied Morpho Butterfly,Crow Coins,11,L,,V,72
Powder of Crevice>Roa Flower Seed Pouch>Cron Castle Gold Coin [Barater>Lema],[Basic Item],Barater,Powder of Crevice,Roa Flower Seed Pouch,12,A,200,V,41
Powder of Crevice>Roa Flower Seed Pouch>Cron Castle Gold Coin [Barater>Lema],[Level 1],Lema,Roa Flower Seed Pouch,Cron Castle Gold Coin,12,A,,V,2
Powder of Crevice>Roa Flower Seed Pouch>Cron Castle Gold Coin [Barater>Lema],[Level 2],Louruve,Cron Castle Gold Coin,Gooey Monster Blood,12,A,,V,33
Powder of Crevice>Roa Flower Seed Pouch>Cron Castle Gold Coin [Barater>Lema],[Level 3],Lisz,Gooey Monster Blood,Marine Knights' Spear,12,A,,V,31
Powder of Crevice>Roa Flower Seed Pouch>Cron Castle Gold Coin [Barater>Lema],[Level 4],Padix,Marine Knights' Spear,Faded Gold Dragon Figurine,12,A,,V,52
Powder of Crevice>Roa Flower Seed Pouch>Cron Castle Gold Coin [Barater>Lema],[Level 5],Halmad,Faded Gold Dragon Figurine,Crow Coins,12,A,,V,60
Powder of Time>Stained Seagull Figurine>Conch Shell Ornament [Eveto>Lerao],[Basic Item],Eveto,Powder of Time,Stained Seagull Figurine,12,B,200,V,11
Powder of Time>Stained Seagull Figurine>Conch Shell Ornament [Eveto>Lerao],[Level 1],Lerao,Stained Seagull Figurine,Conch Shell Ornament,12,B,,V,54
Powder of Time>Stained Seagull Figurine>Conch Shell Ornament [Eveto>Lerao],[Level 2],Weita,Conch Shell Ornament,Weasel Leather Coat,12,B,,V,19
Powder of Time>Stained Seagull Figurine>Conch Shell Ornament [Eveto>Lerao],[Level 3],Al-Naha,Weasel Leather Coat,Stolen Pirate Dagger,12,B,,V,28
Powder of Time>Stained Seagull Figurine>Conch Shell Ornament [Eveto>Lerao],[Level 4],Orffs,Stolen Pirate Dagger,Elixir of Youth,12,B,,V,16
Powder of Time>Stained Seagull Figurine>Conch Shell Ornament [Eveto>Lerao],[Level 5],Kashuma,Elixir of Youth,Crow Coins,12,B,,V,61
Bloody Tree Knot>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Basic Item],Mariveno,Bloody Tree Knot,Naval Ration,12,C,100,V,13
Bloody Tree Knot>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 1],Portanen,Naval Ration,Balanced Stone Pagoda,12,C,,V,55
Bloody Tree Knot>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 2],Ginburrey,Balanced Stone Pagoda,Ancient Orders,12,C,,V,42
Bloody Tree Knot>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 3],Orisha,Ancient Orders,Opulent Thread Spool,12,C,,V,62
Bloody Tree Knot>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 4],Ajir,Opulent Thread Spool,102 Year Old Golden Herb,12,C,,V,29
Bloody Tree Knot>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 5],Derko,102 Year Old Golden Herb,Crow Coins,12,C,,V,64
Elder Tree Sap>Chewy Raw Gizzard>Filtered Drinking Water [Staren>Esfah],[Basic Item],Staren,Elder Tree Sap,Chewy Raw Gizzard,12,D,400,V,34
Elder Tree Sap>Chewy Raw Gizzard>Filtered Drinking Water [Staren>Esfah],[Level 1],Esfah,Chewy Raw Gizzard,Filtered Drinking Water,12,D,,V,43
Elder Tree Sap>Chewy Raw Gizzard>Filtered Drinking Water [Staren>Esfah],[Level 2],Modric,Filtered Drinking Water,Round Knife,12,D,,V,44
Elder Tree Sap>Chewy Raw Gizzard>Filtered Drinking Water [Staren>Esfah],[Level 3],Shirna,Round Knife,Green Salt Lump,12,D,,V,47
Elder Tree Sap>Chewy Raw Gizzard>Filtered Drinking Water [Staren>Esfah],[Level 4],Pujara,Green Salt Lump,Luxury Patterned Fabric,12,D,,V,30
Elder Tree Sap>Chewy Raw Gizzard>Filtered Drinking Water [Staren>Esfah],[Level 5],Hakoven,Luxury Patterned Fabric,Crow Coins,12,D,,V,49
Feather Wolf Hide>Dried Blue Rose>Big Stone Slab [Randis>Racid],[Basic Item],Randis,Feather Wolf Hide,Dried Blue Rose,12,E,600,V,35
Feather Wolf Hide>Dried Blue Rose>Big Stone Slab [Randis>Racid],[Level 1],Racid,Dried Blue Rose,Big Stone Slab,12,E,,V,27
Feather Wolf Hide>Dried Blue Rose>Big Stone Slab [Randis>Racid],[Level 2],Dunde,Big Stone Slab,Old Hourglass,12,E,,V,39
Feather Wolf Hide>Dried Blue Rose>Big Stone Slab [Randis>Racid],[Level 3],Riyed,Old Hourglass,Amethyst Fragment,12,E,,V,59
Feather Wolf Hide>Dried Blue Rose>Big Stone Slab [Randis>Racid],[Level 4],Baremi,Amethyst Fragment,Statue's Tear,12,E,,V,18
Feather Wolf Hide>Dried Blue Rose>Big Stone Slab [Randis>Racid],[Level 5],Cargo,Statue's Tear,Crow Coins,12,E,,V,65
Powder of Darkness>Rakeflower Seed Pouch>Urchin Spine [Baeza>Boa],[Basic Item],Baeza,Powder of Darkness,Rakeflower Seed Pouch,12,F,200,V,46
Powder of Darkness>Rakeflower Seed Pouch>Urchin Spine [Baeza>Boa],[Level 1],Boa,Rakeflower Seed Pouch,Urchin Spine,12,F,,V,63
Powder of Darkness>Rakeflower Seed Pouch>Urchin Spine [Baeza>Boa],[Level 2],Angie,Urchin Spine,Lopters Fishnet,12,F,,V,9
Powder of Darkness>Rakeflower Seed Pouch>Urchin Spine [Baeza>Boa],[Level 3],Tigris,Lopters Fishnet,Old Chest with Gold Coins,12,F,,V,45
Powder of Darkness>Rakeflower Seed Pouch>Urchin Spine [Baeza>Boa],[Level 4],Iliya,Old Chest with Gold Coins,Azure Quartz,12,F,,V,4
Powder of Darkness>Rakeflower Seed Pouch>Urchin Spine [Baeza>Boa],[Level 5],Incomplete,Azure Quartz,Crow Coins,12,F,,V,66
White Cedar Sap>Fertile Soil>Supreme Oyster Box [Serca>Sokota],[Basic Item],Serca,White Cedar Sap,Fertile Soil,12,G,600,V,36
White Cedar Sap>Fertile Soil>Supreme Oyster Box [Serca>Sokota],[Level 1],Sokota,Fertile Soil,Supreme Oyster Box,12,G,,V,58
White Cedar Sap>Fertile Soil>Supreme Oyster Box [Serca>Sokota],[Level 2],Arakil,Supreme Oyster Box,Scout Binoculars,12,G,,V,22
White Cedar Sap>Fertile Soil>Supreme Oyster Box [Serca>Sokota],[Level 3],Shasha,Scout Binoculars,Seashell Deco,12,G,,V,56
White Cedar Sap>Fertile Soil>Supreme Oyster Box [Serca>Sokota],[Level 4],Pilava,Seashell Deco,Portrait of the Ancient,12,G,,V,26
White Cedar Sap>Fertile Soil>Supreme Oyster Box [Serca>Sokota],[Level 5],Lantinia,Portrait of the Ancient,Crow Coins,12,G,,V,67
Fruit of Abundance>Ancient Urn Piece>Opulent Marble [Luivano>Tinberra],[Basic Item],Luivano,Fruit of Abundance,Ancient Urn Piece,12,H,20,V,12
Fruit of Abundance>Ancient Urn Piece>Opulent Marble [Luivano>Tinberra],[Level 1],Tinberra,Ancient Urn Piece,Opulent Marble,12,H,,V,53
Fruit of Abundance>Ancient Urn Piece>Opulent Marble [Luivano>Tinberra],[Level 2],Taramura,Opulent Marble,Skull Symbol Carpet,12,H,,V,24
Fruit of Abundance>Ancient Urn Piece>Opulent Marble [Luivano>Tinberra],[Level 3],Tulu,Skull Symbol Carpet,Boatman's Manual,12,H,,V,15
Fruit of Abundance>Ancient Urn Piece>Opulent Marble [Luivano>Tinberra],[Level 4],Ancient,Boatman's Manual,Cox Pirates' Journal,12,H,,V,5
Fruit of Abundance>Ancient Urn Piece>Opulent Marble [Luivano>Tinberra],[Level 5],Pakio,Mysterious Rock,Crow Coins,12,H,,V,68
Rough Red Crystal>Raft Toy>Islanders' Lunchbox [Beiruwa>Kuit],[Basic Item],Beiruwa,Rough Red Crystal,Raft Toy,12,I,100,V,23
Rough Red Crystal>Raft Toy>Islanders' Lunchbox [Beiruwa>Kuit],[Level 1],Kuit,Raft Toy,Islanders' Lunchbox,12,I,,V,50
Rough Red Crystal>Raft Toy>Islanders' Lunchbox [Beiruwa>Kuit],[Level 2],Kanvera,Islanders' Lunchbox,Rare Herb Pile,12,I,,V,21
Rough Red Crystal>Raft Toy>Islanders' Lunchbox [Beiruwa>Kuit],[Level 3],Rosevan,Rare Herb Pile,Solidified Lava,12,I,,V,57
Rough Red Crystal>Raft Toy>Islanders' Lunchbox [Beiruwa>Kuit],[Level 4],Narvo,Solidified Lava,Golden Fish Scale,12,I,,V,32
Rough Red Crystal>Raft Toy>Islanders' Lunchbox [Beiruwa>Kuit],[Level 5],Crow,Golden Fish Scale,Crow Coins,12,I,,V,69
Monk's Branch>Pirates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Arita],[Basic Item],Ephde Rune,Monk's Branch,Pirates' Gunpowder,12,J,200,V,14
Monk's Branch>Pirates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Arita],[Level 1],Arita,Pirates' Gunpowder,Narvo Sea Cucumber,12,J,,V,3
Monk's Branch>Pirates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Arita],[Level 2],Marlene,Narvo Sea Cucumber,Torn Pirate Treasure Map,12,J,,V,6
Monk's Branch>Pirates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Arita],[Level 3],Teyamal,Torn Pirate Treasure Map,Panacea,12,J,,V,48
Monk's Branch>Pirates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Arita],[Level 4],Cholace,Panacea,Rust Repair Tool,12,J,,V,7
Monk's Branch>Pirates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Arita],[Level 5],Rickun,Taxidermied White Caterpillar,Crow Coins,12,J,,V,70
Bag of Muddy Water>Giant Fish Bone>Pirate Ship Mast [Duch>Teste],[Basic Item],Duch,Bag of Muddy Water,Giant Fish Bone,12,K,300,V,10
Bag of Muddy Water>Giant Fish Bone>Pirate Ship Mast [Duch>Teste],[Level 1],Teste,Giant Fish Bone,Pirate Ship Mast,12,K,,V,1
Bag of Muddy Water>Giant Fish Bone>Pirate Ship Mast [Duch>Teste],[Level 2],Albresser,Pirate Ship Mast,Skull Decorated Teacup,12,K,,V,40
Bag of Muddy Water>Giant Fish Bone>Pirate Ship Mast [Duch>Teste],[Level 3],Almai,Skull Decorated Teacup,Headless Dragon Figurine,12,K,,V,51
Bag of Muddy Water>Giant Fish Bone>Pirate Ship Mast [Duch>Teste],[Level 4],Oben,Headless Dragon Figurine,Octagonal Box,12,K,,V,38
Bag of Muddy Water>Giant Fish Bone>Pirate Ship Mast [Duch>Teste],[Level 5],Cox Pirates,Octagonal Box,Crow Coins,12,K,,V,71
Aloe>Golden Sand>Monster Tentacle [Paratama>Tashu],[Basic Item],Paratama,Aloe,Golden Sand,12,L,1100,V,20
Aloe>Golden Sand>Monster Tentacle [Paratama>Tashu],[Level 1],Tashu,Golden Sand,Monster Tentacle,12,L,,V,17
Aloe>Golden Sand>Monster Tentacle [Paratama>Tashu],[Level 2],Ostra,Monster Tentacle,Blue Candle Bundle,12,L,,V,25
Aloe>Golden Sand>Monster Tentacle [Paratama>Tashu],[Level 3],Daton,Blue Candle Bundle,Marine Knights' Helm,12,L,,V,37
Aloe>Golden Sand>Monster Tentacle [Paratama>Tashu],[Level 4],Balvege,Marine Knights' Helm,37 Year Old Herbal Wine,12,L,,V,8
Aloe>Golden Sand>Monster Tentacle [Paratama>Tashu],[Level 5],Naval,37 Year Old Herbal Wine,Crow Coins,12,L,,V,-999
Lead Ore>Giant Fish Bone>Monster Tentacle [Eveto>Tashu],[Basic Item],Eveto,Lead Ore,Giant Fish Bone,13,A,900,V,9
Lead Ore>Giant Fish Bone>Monster Tentacle [Eveto>Tashu],[Level 1],Tashu,Giant Fish Bone,Monster Tentacle,13,A,,V,15
Lead Ore>Giant Fish Bone>Monster Tentacle [Eveto>Tashu],[Level 2],Albresser,Monster Tentacle,Pirates' Supply Box,13,A,,V,38
Lead Ore>Giant Fish Bone>Monster Tentacle [Eveto>Tashu],[Level 3],Almai,Pirates' Supply Box,Pirate's Key,13,A,,V,53
Lead Ore>Giant Fish Bone>Monster Tentacle [Eveto>Tashu],[Level 4],Baremi,Pirate's Key,Taxidermied White Caterpillar,13,A,,V,16
Lead Ore>Giant Fish Bone>Monster Tentacle [Eveto>Tashu],[Level 5],Halmad,Taxidermied White Caterpillar,Crow Coins,13,A,,V,60
Loopy Tree Plank>Unidentified Ancient Mural>Big Stone Slab [Ephde Rune>Tinberra],[Basic Item],Ephde Rune,Loopy Tree Plank,Unidentified Ancient Mural,13,B,600,V,12
Loopy Tree Plank>Unidentified Ancient Mural>Big Stone Slab [Ephde Rune>Tinberra],[Level 1],Tinberra,Unidentified Ancient Mural,Big Stone Slab,13,B,,V,55
Loopy Tree Plank>Unidentified Ancient Mural>Big Stone Slab [Ephde Rune>Tinberra],[Level 2],Marlene,Big Stone Slab,Lopters Fishnet,13,B,,V,5
Loopy Tree Plank>Unidentified Ancient Mural>Big Stone Slab [Ephde Rune>Tinberra],[Level 3],Tigris,Lopters Fishnet,Old Chest with Gold Coins,13,B,,V,47
Loopy Tree Plank>Unidentified Ancient Mural>Big Stone Slab [Ephde Rune>Tinberra],[Level 4],Ajir,Old Chest with Gold Coins,Elixir of Youth,13,B,,V,27
Loopy Tree Plank>Unidentified Ancient Mural>Big Stone Slab [Ephde Rune>Tinberra],[Level 5],Kashuma,Elixir of Youth,Crow Coins,13,B,,V,61
Flax Fabric>Fertile Soil>Filtered Drinking Water [Randis>Boa],[Basic Item],Randis,Flax Fabric,Fertile Soil,13,C,100,V,33
Flax Fabric>Fertile Soil>Filtered Drinking Water [Randis>Boa],[Level 1],Boa,Fertile Soil,Filtered Drinking Water,13,C,,V,63
Flax Fabric>Fertile Soil>Filtered Drinking Water [Randis>Boa],[Level 2],Arakil,Filtered Drinking Water,Gooey Monster Blood,13,C,,V,20
Flax Fabric>Fertile Soil>Filtered Drinking Water [Randis>Boa],[Level 3],Shasha,Gooey Monster Blood,Marine Knights' Helm,13,C,,V,58
Flax Fabric>Fertile Soil>Filtered Drinking Water [Randis>Boa],[Level 4],Narvo,Marine Knights' Helm,Portrait of the Ancient,13,C,,V,30
Flax Fabric>Fertile Soil>Filtered Drinking Water [Randis>Boa],[Level 5],Derko,Portrait of the Ancient,Crow Coins,13,C,,V,64
Flax>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Esfah],[Basic Item],Paratama,Flax,Roa Flower Seed Pouch,13,D,1700,V,18
Flax>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Esfah],[Level 1],Esfah,Roa Flower Seed Pouch,Islanders' Lunchbox,13,D,,V,45
Flax>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Esfah],[Level 2],Taramura,Islanders' Lunchbox,Stalactite Fragment,13,D,,V,22
Flax>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Esfah],[Level 3],Shirna,Stalactite Fragment,Green Salt Lump,13,D,,V,49
Flax>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Esfah],[Level 4],Balvege,Green Salt Lump,Azure Quartz,13,D,,V,6
Flax>Roa Flower Seed Pouch>Islanders' Lunchbox [Paratama>Esfah],[Level 5],Hakoven,Azure Quartz,Crow Coins,13,D,,V,51
Cactus Rind>Raft Toy>Balanced Stone Pagoda [Barater>Lerao],[Basic Item],Barater,Cactus Rind,Raft Toy,13,E,1500,V,39
Cactus Rind>Raft Toy>Balanced Stone Pagoda [Barater>Lerao],[Level 1],Lerao,Raft Toy,Balanced Stone Pagoda,13,E,,V,56
Cactus Rind>Raft Toy>Balanced Stone Pagoda [Barater>Lerao],[Level 2],Angie,Balanced Stone Pagoda,Old Hourglass,13,E,,V,7
Cactus Rind>Raft Toy>Balanced Stone Pagoda [Barater>Lerao],[Level 3],Lisz,Old Hourglass,Marine Knights' Spear,13,E,,V,29
Cactus Rind>Raft Toy>Balanced Stone Pagoda [Barater>Lerao],[Level 4],Oben,Marine Knights' Spear,Supreme Gold Candlestick,13,E,,V,36
Cactus Rind>Raft Toy>Balanced Stone Pagoda [Barater>Lerao],[Level 5],Cargo,Supreme Gold Candlestick,Crow Coins,13,E,,V,65
Clown's Blood>Dried Blue Rose>Urchin Spine [Duch>Sokota],[Basic Item],Duch,Clown's Blood,Dried Blue Rose,13,F,80,V,8
Clown's Blood>Dried Blue Rose>Urchin Spine [Duch>Sokota],[Level 1],Sokota,Dried Blue Rose,Urchin Spine,13,F,,V,41
Clown's Blood>Dried Blue Rose>Urchin Spine [Duch>Sokota],[Level 2],Ginburrey,Urchin Spine,Torn Pirate Treasure Map,13,F,,V,40
Clown's Blood>Dried Blue Rose>Urchin Spine [Duch>Sokota],[Level 3],Tulu,Torn Pirate Treasure Map,Bronze Candlestick,13,F,,V,13
Clown's Blood>Dried Blue Rose>Urchin Spine [Duch>Sokota],[Level 4],Pujara,Bronze Candlestick,Octagonal Box,13,F,,V,28
Clown's Blood>Dried Blue Rose>Urchin Spine [Duch>Sokota],[Level 5],Incomplete,Octagonal Box,Crow Coins,13,F,,V,66
Ground Bird Meat>Ancient Urn Piece>Narvo Sea Cucumber [Mariveno>Portanen],[Basic Item],Mariveno,Ground Bird Meat,Ancient Urn Piece,13,G,800,V,11
Ground Bird Meat>Ancient Urn Piece>Narvo Sea Cucumber [Mariveno>Portanen],[Level 1],Portanen,Ancient Urn Piece,Narvo Sea Cucumber,13,G,,V,57
Ground Bird Meat>Ancient Urn Piece>Narvo Sea Cucumber [Mariveno>Portanen],[Level 2],Kanvera,Narvo Sea Cucumber,Scout Binoculars,13,G,,V,19
Ground Bird Meat>Ancient Urn Piece>Narvo Sea Cucumber [Mariveno>Portanen],[Level 3],Al-Naha,Scout Binoculars,Seashell Deco,13,G,,V,26
Ground Bird Meat>Ancient Urn Piece>Narvo Sea Cucumber [Mariveno>Portanen],[Level 4],Padix,Seashell Deco,37 Year Old Herbal Wine,13,G,,V,54
Ground Bird Meat>Ancient Urn Piece>Narvo Sea Cucumber [Mariveno>Portanen],[Level 5],Lantinia,37 Year Old Herbal Wine,Crow Coins,13,G,,V,67
Silkworm Cocoon>Stained Seagull Figurine>Sea Survival Kit [Staren>Arita],[Basic Item],Staren,Silkworm Cocoon,Stained Seagull Figurine,13,H,1100,V,32
Silkworm Cocoon>Stained Seagull Figurine>Sea Survival Kit [Staren>Arita],[Level 1],Arita,Stained Seagull Figurine,Sea Survival Kit,13,H,,V,3
